,tweetID,tweetText,tweetRetweetCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
505,916149033952976896,#Australia #Aussie #Robots https://t.co/rwtvI0wD8T,0,Twitter Web Client,2017-10-06 03:52:05,81772411,maxonmotoraust,maxon motor Aust,2009-10-12 05:39:25,maxon motor builds DC motor & drive systems #Mechatronics solutions for everyday & customised applications #Robotics #Medical #Aerospace #OilGas #Dental #Global,720,1944,Sydney Australia,Sydney
516,916133750227922944,"Listening to some of your work over the years @leighdiffey. From #motorsport to #golf, another #aussie doing well overseas. Ts",0,Twitter Web Client,2017-10-06 02:51:21,137318611,Tim_Stanford,Tim Stanford,2010-04-26 12:33:09,"Media, Madness, Motorsport and Me",343,1075,,Sydney
524,916124992240308225,"RT @MSFAustralia: ""It’s essentially a massive rural slum – &amp; one of the worst imaginable"" #Aussie Kate is part of response #Bangladesh http…",2,Twitter for iPhone,2017-10-06 02:16:33,1489062937,nickneedscoffee,Nick,2013-06-06 23:57:04,,32,474,,Sydney
532,916098112732745728,"""It’s essentially a massive rural slum – &amp; one of the worst imaginable"" #Aussie Kate is part of response… https://t.co/zTqvyZJ8PF",2,Sprout Social,2017-10-06 00:29:45,14904469,MSFAustralia,MSF Australia,2008-05-26 02:51:53,"Médecins Sans Frontières (Doctors Without Borders) is an international medical humanitarian org assisting people affected by violence, neglect or catastrophe.",12853,285,Australia,Sydney
548,916053794240253952,AUD Headed Lower As Retail Sales Disappoint https://t.co/kau8xHyuvI by @patrickadownes #retail #sales #aussie #tradebalance,0,HubSpot,2017-10-05 21:33:38,259967272,CompassMarkets,Compass Markets,2011-03-02 23:29:15,"Compass Global Markets. International Money Transfers.
Apply: https://t.co/g9kRfaZhkY Map: https://t.co/cMhnTCta7J",454,1265,"Level 3, 650 George St, Sydney",Sydney
551,916045637136793600,"HOW TO MAKE #Aussie Snags 
#Sausage #Sizzle 
https://t.co/DkZOusDanT https://t.co/B1kOfbX5GF",0,Buffer,2017-10-05 21:01:13,900026208368381952,ContactLoozwalk,LOOZWALK,2017-08-22 16:05:44,Loozwalk with sense !,142,307,,Sydney
552,916045336489029632,"Passion &amp; persistence makes a successful #entrepreneur, according to 4 #Aussie #women who lead their own startups. https://t.co/DqCCuuaKGf",0,Twitter Ads,2017-10-05 21:00:02,2433533916,imalia,IMALIA,2014-04-08 12:25:33,"Redefining the creation, design and delivery of financial services for women.",125,269,Sydney,Sydney
630,915903215844999169,@CormacGP Haha Dave is fine.My brother is a Dave. You could go the whole ocker Davo but if you can't be arsed then… https://t.co/rD4Dl7Msd9,0,Twitter for iPad,2017-10-05 11:35:17,128500491,tonkep,Tonkep,2010-04-01 09:15:55,,199,1335,,Sydney
636,915892657351663617,RT @azasouth: Check out @Casey_Barnes performing his hit Keep Me Coming Back live on #afl360 29 Sept 2017 #HD #aussie #music https://t.co/P…,1,Twitter for iPhone,2017-10-05 10:53:20,22355421,Casey_Barnes,CASEY BARNES,2009-03-01 11:40:14,Australian Singer Songwriter | AFL/Sports Nut | Brand new single KEEP ME COMING BACK out now on iTunes and all good digital retailers ?,9992,594,"Gold Coast, Australia",Sydney
645,915876971870957568,"PayPal is owned by EBAY,Gumtree too! 
If you've a problem,delete ur EBAY accounts &amp; start supporting #Aussie busine… https://t.co/kwtyBzrtAO",0,Twitter Web Client,2017-10-05 09:51:00,123065985,Ozesurfer,Ozesurfer,2010-03-14 21:53:02,"RT ? Endorsement, necessarily. Just for your information. https://t.co/yuVzTqNS6v
https://t.co/ugNuKpirtT
https://t.co/adWoeMPPdY",214,212,"Sydney, New South Wales",Sydney
674,915817667113578498,"RT @FellatioQueens1: #comingsoon #Aussie babe @kimberleerose10 hot new scene ""Tinder Surprise"" hit our website this weekend at

https://t.c…",28,Twitter for Android,2017-10-05 05:55:21,1856007685,miavianet,??MiaVianet??614K,2013-09-12 01:52:24,"??#SMUTSYNDICATE ??  ?#SexCartel?#NSFW?#Miavianet         
?? @sexx_freak ? @TowsandHoes ? @BaileysSlut ? @EroticDavid ? @Benonipony_? @_WTFeverIwant ?",614095,1347,"Blue Mountains, Australia ",Sydney
675,915817591561584640,"RT @FellatioQueens1: #fromthearchives Hot #Aussie babe @MarinaLeeX made a very hot debut at our site - get her 2nd Audition scene now at

h…",30,Twitter for Android,2017-10-05 05:55:03,1856007685,miavianet,??MiaVianet??614K,2013-09-12 01:52:24,"??#SMUTSYNDICATE ??  ?#SexCartel?#NSFW?#Miavianet         
?? @sexx_freak ? @TowsandHoes ? @BaileysSlut ? @EroticDavid ? @Benonipony_? @_WTFeverIwant ?",614095,1347,"Blue Mountains, Australia ",Sydney
719,915743548254941184,What type of #Aussie are you? Meet the 7 new #political tribes • via @smh https://t.co/LHCgDAlRkY,0,Hootsuite,2017-10-05 01:00:50,2573831,directory,Directory,2007-03-27 23:27:56,"Marketing, trends, design, web and life hacks from dLook—Search over 1.7 million businesses online",1160,106,"Sydney, New South Wales",Sydney
756,915669881332174848,@Richard_Dixon @ProfStrachan Hope #Aussie Governments get the same message @lockthegate,0,Twitter for iPad,2017-10-04 20:08:06,15248759,L_DeWeaver,Dr. Lynne De Weaver,2008-06-26 21:59:22,"PhD, Community Consultation, Intergenerational & Environmental Equity. Can't eat coal or drink gas. Water is life!",4525,4384,"Lismore, NSW AUSTRALIA",Sydney
809,915563911490945026,@NickAdamsinUSA @foxandfriends @FoxNews .... As an #Aussie listening to you blatantly misrepresent the success of g… https://t.co/QWP8Y75Crx,0,Twitter for Android,2017-10-04 13:07:01,47618837,OZ69stang,Conservative Warrior,2009-06-16 13:08:09,"Proud member of @AuConservatives (Former supporter of #LNP for 35+ Years) Love my Son, Classic Muscle Cars, Manly Sea Eagles. #TrumpPence2020 #DrainTheSwamp",1508,2923,Northern Beaches Sydney Aust.,Sydney
862,915470813658091520,mmmm Yum ? Lisa's #Salad #Dinner @Binksterb @JeremyPalmer7 unsure if Jeremy approves ??? @JoanJetsetter @ronfeir ho… https://t.co/XLmOZLAhYu,4,Twitter for iPhone,2017-10-04 06:57:05,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
882,915421301346586624,#boredatwork #bored #kik #kikme #aussie #Australia littlecock80,0,Twitter for iPhone,2017-10-04 03:40:20,509561983,littlecock80,littlecock80,2012-03-01 01:42:45,loves a naughty dm,446,2380,"Sydney, New South Wales",Sydney
884,915419089182507008,RT @AustradeLATAM: Listen to @chrissrodwell on untapped #biz opps for #Aussie companies in Mex. #infra #energy #mining #finance #agri and m…,5,Twitter for iPhone,2017-10-04 03:31:33,37597864,TimHarcourt,Tim  Harcourt,2009-05-04 04:53:10,"The Airport Economist, author, economist, historian, public speaker, media commentator",9570,9848,Sydney Australia,Sydney
901,915378718691831808,"#Aussie #Markets -#Bonds to be languid as traders weigh up being short.  I favour slightly better prices, #yields to fall but not by much.",0,Twitter Web Client,2017-10-04 00:51:08,716773151162511360,LindsaySkardoon,Lindsay Skardoon,2016-04-03 23:43:31,Chief Investment Officer & Portfolio Manager at #SpectrumAM Ltd. My #TradersBlog is updated daily. All my opinions are my own. #FocusOnIncome #SpectrumInsights,1764,2268,"Sydney, New South Wales, Australia",Sydney
904,915378138854572032,RT @afsnsw: New markets always a great opportunity for #Aussie #Ag @NationalFarmers https://t.co/Q2nFWPUuVj,6,Twitter for Android,2017-10-04 00:48:49,55366283,parseccomms,Nigel Catchlove,2009-07-09 21:21:02,"Comms guy, wannabe racing driver, political junkie. Views expressed  are my own.",119,260,Yass,Sydney
911,915361700177616896,"Melbourne, Australia. 
#travel #traveling #travelporn #city #urban #river #aussie #australia… https://t.co/KhUGl4F63P",0,Instagram,2017-10-03 23:43:30,2195014068,as_a_service,Ben,2013-11-14 23:18:25,I fake knowing what the cloud is.,850,93,,Sydney
917,915345939421913088,@ireferio Thanks for getting onboard our #Aussie #SQUIDdigital journey via https://t.co/ZXfY73nXCl,0,Statusbrew,2017-10-03 22:40:52,706680550837194752,SquidDigi,Squid Digital,2016-03-07 03:19:07,"Delivering successful digital solutions to corporations, small business & start ups #Digital #Technology #Mobile #Design #Apps #Development #Web #SQUIDdigital",2623,3001,Australia,Sydney
1033,915104755562582016,mmmm Yum ? Lisa's #cooking @AlanWPhotos @figennevin @heidi_han @taste_tempting @yenwaschl homemade #Aussie #Food wi… https://t.co/fPiwde48Vf,1,Twitter for iPhone,2017-10-03 06:42:30,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1054,915065414920654848,@SensibilidadTM Thanks for getting onboard our #Aussie #SQUIDdigital journey via https://t.co/ZXfY73nXCl,0,Statusbrew,2017-10-03 04:06:10,706680550837194752,SquidDigi,Squid Digital,2016-03-07 03:19:07,"Delivering successful digital solutions to corporations, small business & start ups #Digital #Technology #Mobile #Design #Apps #Development #Web #SQUIDdigital",2623,3001,Australia,Sydney
1063,915052951923605504,"RT @FellatioQueens1: We feature the hottest #Aussie &amp; International #fellatio queens &amp; are blessed with the finest #blowjob talents at

htt…",48,Twitter for Android,2017-10-03 03:16:39,1856007685,miavianet,??MiaVianet??614K,2013-09-12 01:52:24,"??#SMUTSYNDICATE ??  ?#SexCartel?#NSFW?#Miavianet         
?? @sexx_freak ? @TowsandHoes ? @BaileysSlut ? @EroticDavid ? @Benonipony_? @_WTFeverIwant ?",614095,1347,"Blue Mountains, Australia ",Sydney
1089,915014656372166656,"Make love, not war. 
#travel #traveller #traveling #traveltheworld #melbourne #australia #aussie… https://t.co/I8XpHDSquo",0,Instagram,2017-10-03 00:44:28,2195014068,as_a_service,Ben,2013-11-14 23:18:25,I fake knowing what the cloud is.,850,93,,Sydney
1123,914974782411636736,See the @cocksox #swimwear #style essentials every man needs for the #beach https://t.co/PWYl69HRvp  #sexy #Aussie https://t.co/WkMMpEPdSi,3,Buffer,2017-10-02 22:06:02,8296862,cocksox,Cocksox®,2007-08-20 03:20:34,"Sexy and enhancing mens performance underwear, swimwear and activewear from down under. Traditional boxers through to the super-revealing! #LoveMySox",18233,607,"Sydney, Australia",Sydney
1205,914841062807527424,"Week 4 of 5: ""I'm a Stupid Carnivore"", a cheeky song stemming from my diet &amp; own life: https://t.co/paZ46x33Xi

#aussie #hiphop #rap #vegan",0,Twitter Web Client,2017-10-02 13:14:40,333422233,stellarchariot,Arun / Rotaris,2011-07-11 14:26:36,Code / Beats / Rap,191,291,"Sydney, Australia",Sydney
1220,914807412879536128,Yep... definitely bringing the #Aussie #beach life to #hongkong ?? @ Shek O Beach https://t.co/MtKFOcDdts,0,Instagram,2017-10-02 11:00:58,192784506,avexdesigns,Stan Choi,2010-09-20 03:58:42,"A-vex Designs is a graphic and website design studio offering clients fresh ideas, and innovative solutions to meet their marketing needs.",38,42,Sydney,Sydney
1260,914764667884421120,RT @AustradeLATAM: #AUMX starts now! +15 #Aussie companies visit #MEX to seek biz opps in #infra #edu #agri #resources. #Ausbiz mission led…,17,Twitter for iPhone,2017-10-02 08:11:06,37597864,TimHarcourt,Tim  Harcourt,2009-05-04 04:53:10,"The Airport Economist, author, economist, historian, public speaker, media commentator",9570,9848,Sydney Australia,Sydney
1265,914757369451524096,@evanescence where's the New Zealand and Australian tour dates? #aussie #kiwi https://t.co/epkwynKtRS,0,Twitter for Android,2017-10-02 07:42:06,166937245,Dan_CCunningham,Daniel Cunningham,2010-07-15 10:34:12,"Biripi/Dunghutti Koori,  Retired Royal Australian Navy Sailor /Photographer / PTSD Surviver, Awareness Advocate / Marriage Equality Campaigner",163,122," Applecross, WA",Sydney
1276,914735452111896576,"The people of #Yemen: ""need a break!” - #Aussie Dr Melissa McRae reflects on her experiences as Medical Coordinator https://t.co/lyTAT5Oxvi",0,Sprout Social,2017-10-02 06:15:01,14904469,MSFAustralia,MSF Australia,2008-05-26 02:51:53,"Médecins Sans Frontières (Doctors Without Borders) is an international medical humanitarian org assisting people affected by violence, neglect or catastrophe.",12853,285,Australia,Sydney
1277,914733934621073408,"@thescript are hitting #Aussie roads next year April, with English singer-songwriter @JPCooperMusic in tow!… https://t.co/kZJfn2MdkF",0,Twitter Web Client,2017-10-02 06:08:59,325963553,Eventfinda_AU,Eventfinda Australia,2011-06-29 04:33:55,"Australia's biggest events guide - gigs, arts, festivals, food, sport, workshops... Upload or find any event!",1508,2318,Wherever you are...,Sydney
1320,914617520300097537,Yes we love @Australia &amp; #Aussie food even far away from home in Orlando at @Outback #Australia https://t.co/KOCgdqW45i,0,Twitter for Android,2017-10-01 22:26:24,21044663,Erdal_Ozkaya,Erdal OZKAYA,2009-02-16 23:51:55,"Cybersecurity Architect @Microsoft , Speaker, Author, Lecturer & PhD candidate @CharlesSturtUni  ,  (tweets are my own)",2288,229,"Dubai, United Arab Emirates",Sydney
1365,914539104188080128,"Oct1 after numerous days #mulching, finally, no bamboo! #aussie #bloke #diy #handyman… https://t.co/HkQiCEUMWt",0,Instagram,2017-10-01 17:14:48,354628445,vegan_damo,vegandamo,2011-08-14 01:41:34,"This is me, trying to live a good life...",76,140,"Blue Mountains, Australia",Sydney
1423,914414628817575936,"Yay!! P3 for @danielricciardo  ???????

#f1 #malaysiangp #formula1 #race #aussie #podium #happy https://t.co/YMyiSFO2JM",0,Instagram,2017-10-01 09:00:11,30768782,xdivx,xdivx,2009-04-13 01:12:34,"I like coffee, peanut butter, sports & concerts ????",531,1718,Sydney,Sydney
1424,914414588745064448,"#InvigorGroup equips #Aussie #retailers to compete against onslaught players like Amazon.

$IVO
(@TheBigSmokeAU)
https://t.co/CTFa2aeDWq",4,TweetDeck,2017-10-01 09:00:01,2600964668,InvigorGroup,Invigor Group,2014-07-03 03:53:11,Invigor Group specialises in innovative business intelligence and big data solutions to create value for clients supported by strategic consulting and R&D,333,530,"Sydney, Australia",Sydney
1439,914398249833902080,mmmm Snack after #Church @binksterb @doriangray05 @figennevin @jeremypalmer7 @joanjetsetter @lisamromano @ronfeir… https://t.co/dRn0yb4hqO,2,Hootsuite,2017-10-01 07:55:06,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1471,914320573865398273,@JeremyPalmer7 @Jens62622095 @SteveKubota @StreetFoodUK @Binksterb @LisaMRomano @mattsparks88 @JoanJetsetter… https://t.co/pr81u2aswl,23,Twitter for iPhone,2017-10-01 02:46:26,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1489,914292539628367872,mmmm Enjoy my latest #Aussie #DimSum review: https://t.co/U6TFLxmzge @EatWithDan @jon_mrdimsum @phijimchan @yegventures #Sydney #Yumcha mmmm,0,Hootsuite,2017-10-01 00:55:02,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1492,914282499261448192,RT @ChocolateJohnny: ?G'day #AusScopeOctober #golive from @perfectionchocs come see our #Aussie sweets #periscopetv ? https://t.co/uI9YaqNQ…,23,Periscope,2017-10-01 00:15:09,67556358,GibboFootball,Brian Gibson,2009-08-21 07:56:52,Head of Digital Strategy & Partnerships at @Digivizer // Founder @AustFootball // Data & Analytics Junkie // Pro Headline Writer // #Digital #AusScopeOctober,6190,6016,"New South Wales, Australia",Sydney
1496,914281466455982080,?G'day #AusScopeOctober #golive from @perfectionchocs come see our #Aussie sweets #periscopetv ? https://t.co/uI9YaqNQsQ,23,Periscope,2017-10-01 00:11:02,35916919,ChocolateJohnny,John Kapos,2009-04-28 00:10:12,Creator @Perfection Chocolates #livevideo international #speaker #smallbusiness Disruptior.#advisor Retail Wholesale Manufacture.Mentor https://t.co/QkxKIsqUFy,6570,3219,"Sydney, Australia",Sydney
1497,914274062775365638,.@johnqjn on #Periscope: Good morning from Tokyo! ?? #AusScopeOctober #PuchiPeri #Aussie #periscope n #Australia https://t.co/1dV4GNcbMJ,3,Periscope,2017-09-30 23:41:37,35916919,ChocolateJohnny,John Kapos,2009-04-28 00:10:12,Creator @Perfection Chocolates #livevideo international #speaker #smallbusiness Disruptior.#advisor Retail Wholesale Manufacture.Mentor https://t.co/QkxKIsqUFy,6570,3219,"Sydney, Australia",Sydney
1501,914269761684385797,RT @martin_yperen: .@johnqjn on #Periscope: Good morning from Tokyo! ?? #AusScopeOctober #PuchiPeri #Aussie #periscope #Japan #Austr… https…,1,Twitter Web Client,2017-09-30 23:24:32,914068459943628800,AusScopeOctober,#AusScopeOctober,2017-09-30 10:04:38,Helping promote Aussie Perscopers for #AusScopeOctober. This account is administrated by @GibboFootball,29,61,Australia,Sydney
1502,914269691446566912,RT @johnqjn: Good morning from Tokyo! ?? #AusScopeOctober #PuchiPeri #Aussie #periscope #Japan #Australia https://t.co/RvnNnsJNTx,14,Periscope,2017-09-30 23:24:15,67556358,GibboFootball,Brian Gibson,2009-08-21 07:56:52,Head of Digital Strategy & Partnerships at @Digivizer // Founder @AustFootball // Data & Analytics Junkie // Pro Headline Writer // #Digital #AusScopeOctober,6190,6016,"New South Wales, Australia",Sydney
1503,914269592649789440,RT @johnqjn: Good morning from Tokyo! ?? #AusScopeOctober #PuchiPeri #Aussie #periscope #Japan #Australia https://t.co/RvnNnsJNTx,14,Periscope,2017-09-30 23:23:51,2205639384,CassTheCoolest,Cassie Joughin,2013-11-20 21:36:34,"Sewing nut, stay at home entrepreneur, law of attraction enthusiast, Mummy, Wife, unlicensed hot glue gun operator etc",72,236,Central Coast NSW Australia,Sydney
1506,914269376995405824,"My very #Aussie view. #Kookaburra on my clothesline.  My favourite #bird. #Peaceful ""Laugh,… https://t.co/iDcpQGZVW0",0,Instagram,2017-09-30 23:23:00,145494096,KeeversDriver,Donna Keevers Driver,2010-05-19 03:21:59,#Australian #author. Author of the #TimeTravel #novel The Path Chosen:   #Sydney #Australia Out now! https://t.co/gubvnjLFJ3,1277,1195,"New South Wales, Australia",Sydney
1516,914264100502331392,RT @ChocolateJohnny: G'day #AusScopeOctober #golive from @perfectionchocs come see our #Aussie sweets #periscopetv https://t.co/yESiuIcpBS,13,Periscope,2017-09-30 23:02:02,67556358,GibboFootball,Brian Gibson,2009-08-21 07:56:52,Head of Digital Strategy & Partnerships at @Digivizer // Founder @AustFootball // Data & Analytics Junkie // Pro Headline Writer // #Digital #AusScopeOctober,6190,6016,"New South Wales, Australia",Sydney
1517,914264044667789312,G'day #AusScopeOctober #golive from @perfectionchocs come see our #Aussie sweets #periscopetv https://t.co/yESiuIcpBS,13,Periscope,2017-09-30 23:01:49,35916919,ChocolateJohnny,John Kapos,2009-04-28 00:10:12,Creator @Perfection Chocolates #livevideo international #speaker #smallbusiness Disruptior.#advisor Retail Wholesale Manufacture.Mentor https://t.co/QkxKIsqUFy,6570,3219,"Sydney, Australia",Sydney
1557,914153017028382720,Showing the #English relations #good #Aussie #wine #oliverstarango #ulupna @ Wanstead https://t.co/IXVIhg7g5E,0,Instagram,2017-09-30 15:40:38,86226606,LyndeyMilan,Lyndey Milan OAM,2009-10-30 02:54:44,"Award-winning multi-media presenter on food & wine, champion for Australian producers, who, over the past 30 years, has inspired us to cook, eat & drink better.",7794,2195,Sydney,Sydney
1599,914068084675141632,"RT @FellatioQueens1: #Tonight Hot #Aussie babe @AnneMelbourne69 new scene ""#Deepthroat Queen"" drops at our website at

https://t.co/YlThCD0…",34,Twitter for Android,2017-09-30 10:03:08,1856007685,miavianet,??MiaVianet??614K,2013-09-12 01:52:24,"??#SMUTSYNDICATE ??  ?#SexCartel?#NSFW?#Miavianet         
?? @sexx_freak ? @TowsandHoes ? @BaileysSlut ? @EroticDavid ? @Benonipony_? @_WTFeverIwant ?",614096,1347,"Blue Mountains, Australia ",Sydney
1626,913995494463913984,mmmm Yum ? Lisa's #Chicken #Dinner @AlanWPhotos @figennevin @jon_mrdimsum @phijimchan @ronfeir homemade #Aussie… https://t.co/Yt4hddyHsl,1,Twitter for iPhone,2017-09-30 05:14:41,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1671,913915820027162625,@JeremyPalmer7 @Jens62622095 @SteveKubota @StreetFoodUK @Binksterb @LisaMRomano @mattsparks88 @JoanJetsetter… https://t.co/ZiIesq6k5k,5,Twitter for iPhone,2017-09-29 23:58:05,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
1786,913701710433882112,Let's go @ashbar96 ?????? @wuhanopentennis #tennis #aussie https://t.co/yTZsiFZvUT,0,Twitter for iPhone,2017-09-29 09:47:18,46053229,DimityMaher,Dimity Maher,2009-06-10 06:28:00,Media for Newcastle Greyhounds ? Public Relations for Todd Howlett Racing ?Tennis Fanatic ? Rafa Nadal ? Melbourne Ice Fan ?Triple M Grill Team ?,833,1193,"Hunter Valley, NSW",Sydney
1788,913699080521445377,Just like #sia I can write a song too #Aussie #songwriter #made2love #publishing #ANR,0,Twitter for iPhone,2017-09-29 09:36:51,298004503,ElliotB_MUSIC,Elliot Brown,2011-05-13 14:05:53,Aussie Singer/Songwriter searching for a producer...#indie #indiepop #moreindiethanpop https://t.co/pg3rB7MMo6,12624,11560,"Sydney, Australia",Sydney
1823,913606828960993280,#Google nabs #Telstra exec to lead #Aussie #cloud business... https://t.co/HkMlZCpsft https://t.co/wNNywqIwgQ,0,Hootsuite,2017-09-29 03:30:16,87370498,mbaileyaus,MichaelBaileyAus,2009-11-04 05:19:56,IT Recruitment Australia wide. Sharing news & info about us and everything tech related. Find us on LinkedIn:  https://t.co/rXKRcAtFYw,2445,1207,"Sydney, Australia",Sydney
53,917031389127512064,A lil bit more #naked #snap #nude #amateur #aussie #hmu #like #follow #rt #comment #sexy #body #bed #cut #cock… https://t.co/PuMmY69Pfl,1,Twitter for iPhone,2017-10-08 14:18:15,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
73,916983765859164161,#Aussie #outlander fans does Netflix screen it tonight in Aus? Or later? Its tomorrow night 4 me with my mate MG wh… https://t.co/xGqRqEUqPY,0,Twitter Web Client,2017-10-08 11:09:01,2470351674,TravelBugWithin,Jennifer Johnston,2014-04-30 04:56:19,Aussie freelance writer sometimes blogger. A curious soul & mum of three constantly hungry lads. Loves: chocolate; wine; bundy rum; travel & artistic endeavours,582,807,"Brisbane, Australia.",Brisbane
104,916894863123083264,LIVE warming up on #pubg before @ROBOTR3SS joins for some girl squads https://t.co/XYi4gSXwNY… https://t.co/nqExtKwUvh,0,Twitter for iPhone,2017-10-08 05:15:45,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
139,916863248816676864,#yatalapies #aussie @ Yatala Pies https://t.co/uJ3xmYIEVK,0,Instagram,2017-10-08 03:10:07,24356575,hqwoody327,Grant Hudson,2009-03-14 11:14:59,,832,435,Brisbane,Brisbane
168,916821492754636800,Please take a few seconds and like my Facebook page. Thank you. https://t.co/oo4opgCKZP #shamelessmartketing #pleaseaddme #aussie #indie,1,Twitter Web Client,2017-10-08 00:24:12,2956040474,TysonColman,Tyson Colman,2015-01-02 12:19:08,Australian Country Singer Songwriter.,4627,3645,"Gold Coast, Australia",Brisbane
180,916812018694459392,Commute 3 - Use Your Voice To Answer A Call ???? #blueant #blueantwireless #australian #aussie… https://t.co/iJTYCdANgx,0,Instagram,2017-10-07 23:46:33,39855495,MyBlueAnt,BlueAnt,2009-05-13 22:29:44,Dedicated to connecting people to the sounds that keep them advancing confidently through life.,4114,58,"Melbourne, Australia",Brisbane
199,916795366296535040,Going downtown;)  #naked #snap #nude #amateur #aussie #hmu #like #follow #rt #comment #sexy #body #bed #cut #cock… https://t.co/Kgcg9ybfts,8,Twitter for iPhone,2017-10-07 22:40:23,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
273,916676833092952064,"Have you heard ‘Purple Purple’ by Twobefrancko on #SoundCloud? #np https://t.co/cQ0pyQNYJj
#radio #airplay #music #hiphop #kangaroo #aussie",0,Twitter Web Client,2017-10-07 14:49:22,2286377521,iamlionwolf,Twobefrancko,2014-01-11 09:37:27,"Make sure whatever you do, you do it with all you got, sometimes you only get one shot. ????",496,1609,"Sydney, New South Wales",Brisbane
332,916577036314931200,Live again not playing trials https://t.co/XYi4gSXwNY #destiny2 #aussie #twitch #gamergirl #live #pvp #twitchanz #downunder ?,6,Twitter for iPhone,2017-10-07 08:12:49,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
386,916466626714669056,Trials w @xripthedreamx  https://t.co/XYi4gSXwNY #destiny2 #trialsofthenine #twitch #aussie #gamergirl #twitchanz #live,0,Twitter for iPhone,2017-10-07 00:54:05,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
407,916426910938185728,My birthday buddy #Aussie #October12 ? https://t.co/GWTRP7bok4,0,Twitter for iPhone,2017-10-06 22:16:16,40223315,nkn03,nicky noodle,2009-05-15 11:46:14,married. mum. media. eight year twitter junkie. animal lover. music lover. mover and shaker on the dance floor. #RobThomas #MatchboxTwenty?,1074,842,"Queensland, Australia",Brisbane
455,916288373068673024,My cock is up and about ;) TGIF ! ?? #TGIF #naked #snap #nude #amateur #aussie #hmu #like #follow #rt  #sexy #body… https://t.co/wtJAIh9jvY,8,Twitter for iPhone,2017-10-06 13:05:46,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
457,916284824205254656,Hands on ! ;) TGIF ! ?? #TGIF #naked #snap #nude #amateur #aussie #hmu #like #follow #rt #comment #sexy #body #bed… https://t.co/WXeKWkTtQV,6,Twitter for iPhone,2017-10-06 12:51:40,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
460,916276441318252546,I shouldn’t stare ? TGIF ! ?? #TGIF #naked #snap #nude #amateur #aussie #hmu #like #follow #rt #comment #sexy #body… https://t.co/31NibkYTGd,9,Twitter for iPhone,2017-10-06 12:18:21,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
